iso3,residence,var_long,term,estimate,std.error,statistic,p.value
ARM,rural,Septic,year,0.49557653846158267,0.1653275804493755,2.9975430422108653,0.2049892948632267
ARM,rural,Sewer,(Intercept),-288.5064128596684,342.2598452099677,-0.8429455482359522,0.41096260445901933
ARM,rural,Sewer,year,0.15359501543887485,0.17036265466222156,0.9015767906611226,0.37987795441382766
ARM,rural,Shared,(Intercept),423.2891909084791,265.6708759644599,1.5932841316227095,0.2093476232469502
ARM,rural,Shared,year,-0.20907841044861994,0.13227937327693465,-1.5805821064097574,0.2121072421241165
ARM,urban,Improved,(Intercept),-212.19819737798224,34.88070657044006,-6.0835406802742735,1.5824322488983122e-5
ARM,urban,Improved,year,0.15464917329788827,0.017362155169770646,8.90725671932416,1.3397590826339952e-7
ARM,urban,Open defecation,(Intercept),17.097396978022676,11.79004145038759,1.4501557988551947,0.3843267962614205
ARM,urban,Open defecation,year,-0.008487637362637709,0.0058647050009036986,-1.447240289380257,0.38492577522556365
ARM,urban,Septic,(Intercept),-6.21020796703554,44.25115841407204,-0.1403400089309452,0.9112364878970736
ARM,urban,Septic,year,0.0032089560439573237,0.022011796238278574,0.14578347033655256,0.9078405832786229
ARM,urban,Sewer,(Intercept),-1860.987483432824,236.0574820798862,-7.883619985419617,6.7031402711394e-7
ARM,urban,Sewer,year,0.9716686578947744,0.11749953013651442,8.269553561327957,3.5981205219441833e-7
ARM,urban,Shared,(Intercept),650.0093664201535,264.99391003004496,2.452921904305105,0.09144130299943518
ARM,urban,Shared,year,-0.3224940661137445,0.13194230723908174,-2.4442051443694983,0.0921539949347915
AUT,rural,Improved,(Intercept),99.95155320228072,0.04015755554504768,2488.9849953680005,4.462905850538098e-22
AUT,rural,Improved,year,2.419764008146368e-5,2.0007554271195486e-5,1.209425187780227,0.26575636357329846
AUT,rural,Septic,(Intercept),1164.1251623609103,419.08083156317,2.7778057946929415,0.10884439258533923
AUT,rural,Septic,year,-0.5705130271746842,0.20813546906229605,-2.741065853624048,0.11130930730645712
AUT,rural,Sewer,(Intercept),-1125.0233540426552,417.7595864999424,-2.692992310405809,0.11465522357634392
AUT,rural,Sewer,year,0.6006215262705296,0.20747927593612656,2.8948506956204803,0.10148747766451796
AUT,rural,Shared,(Intercept),0,NA,NA,NA
AUT,rural,Shared,year,NA,NA,NA,NA
AUT,urban,Improved,(Intercept),106.27822314614707,5.204019803230537,20.422332574555533,1.692564082973594e-7
AUT,urban,Improved,year,-0.0031357734916147555,0.0025927800442114134,-1.2094251876921136,0.2657563636050583
AUT,urban,Septic,(Intercept),-0,0,NA,NA
AUT,urban,Septic,year,-0,0,NA,NA
AUT,urban,Sewer,(Intercept),-195.48452811811163,170.96227620496077,-1.1434366250701526,0.371267903668285
AUT,urban,Sewer,year,0.14593959627951847,0.08490799595188281,1.7187968535050826,0.22779068228191354
AUT,urban,Shared,(Intercept),0,NA,NA,NA
AUT,urban,Shared,year,NA,NA,NA,NA
AZE,rural,Improved,(Intercept),-5847.730131439592,391.1667125289113,-14.949457466955048,0.004444737502839279
AZE,rural,Improved,year,2.950391823485118,0.19485204837985373,15.141702886969327,0.004333317374790095
AZE,rural,Open defecation,(Intercept),7.196336928807855,47.26982628054033,0.15223954676919105,0.8929687603101818
AZE,rural,Open defecation,year,-0.003474645280161957,0.023546539575865274,-0.1475650071199166,0.8962192211183804
AZE,rural,Septic,(Intercept),-1071.0874824554894,944.1943772991198,-1.1343929896292637,0.4599678058230135
AZE,rural,Septic,year,0.5341053934177865,0.4697479425751601,1.1370042207951323,0.45924182377748035
AZE,rural,Sewer,(Intercept),-3671.149443094223,1241.5364132390675,-2.956940613216887,0.059690525218197295
AZE,rural,Sewer,year,1.8289501591366433,0.6168806143227953,2.964836496190506,0.059313237397738194
AZE,rural,Shared,(Intercept),500.4587248106825,NA,NA,NA
AZE,rural,Shared,year,-0.24780635677171872,NA,NA,NA
AZE,urban,Improved,(Intercept),-2067.166916181687,478.666117973185,-4.318598786424842,0.04965843741065745
AZE,urban,Improved,year,1.0756229125993495,0.23843816610600335,4.511118879018537,0.04579073768753629
AZE,urban,Open defecation,(Intercept),-9.213933471475569,9.5741841225849,-0.9623727049222375,0.4374071978051698
AZE,urban,Open defecation,year,0.0046547003811010556,0.004769192592566671,0.975993376395815,0.4320013825958241
AZE,urban,Septic,(Intercept),-979.374750392261,1046.1785397028177,-0.9361449439313357,0.520988439922554
AZE,urban,Septic,year,0.4884526457677103,0.5204862774098011,0.9384544165092956,0.5202057770588826
AZE,urban,Sewer,(Intercept),-3041.7477641858627,2637.451197065995,-1.1532906343706466,0.33233852883631715
AZE,urban,Sewer,year,1.5495429077722827,1.3104670127618503,1.1824356452182436,0.322212990693694
AZE,urban,Shared,(Intercept),2172.1590282706766,NA,NA,NA
AZE,urban,Shared,year,-1.0772987118225987,NA,NA,NA
BDI,rural,Improved,(Intercept),-335.7229796021524,1138.3594285032787,-0.2949182579737253,0.782729857271194
BDI,rural,Improved,year,0.19289834087929378,0.5668158959748129,0.3403192151969313,0.7507375535604575
BDI,rural,Open defecation,(Intercept),-7.223925671165181,204.20660255682998,-0.035375573466850996,0.9734752348308623
BDI,rural,Open defecation,year,0.0050250103858219,0.10167926359112044,0.049420208293687234,0.9629536913512158
BDI,rural,Septic,(Intercept),-1.8499527984609103,35.99241180603907,-0.05139841165493977,0.9622389243225415
BDI,rural,Septic,year,0.0010293585628546047,0.017906630877454546,0.05748477030096292,0.9577736470234868
BDI,rural,Sewer,(Intercept),66.99673083604745,27.452804613539502,2.4404330187453853,0.07117518115777355
BDI,rural,Sewer,year,-0.03326732440590478,0.013669396198091974,-2.4337084040733536,0.07169337108459611
BDI,rural,Shared,(Intercept),-581.39310527109,632.7272232314926,-0.9188684853826476,0.4551660232133381
BDI,rural,Shared,year,0.29468841745129476,0.31463240975531387,0.93661176761946,0.4478317328647865
BDI,urban,Improved,(Intercept),-2194.787037612107,769.0079159888511,-2.854049993477475,0.046206283464365235
BDI,urban,Improved,year,1.1303723753057924,0.3829071029754192,2.9520799340678643,0.04188266188472656
BDI,urban,Open defecation,(Intercept),166.13680317713948,87.35710537625916,1.901812136077143,0.12996692787846742
BDI,urban,Open defecation,year,-0.08205633873074404,0.04349715451359119,-1.8864760154622204,0.13228777297331562
BDI,urban,Septic,(Intercept),-1939.7165040017867,556.5370579489673,-3.4853321558681407,0.0399011334561619
BDI,urban,Septic,year,0.9747949640479514,0.27688346421521465,3.520596532591298,0.03890060491989501
BDI,urban,Sewer,(Intercept),1580.7585635470875,466.7785921608831,3.386527553093636,0.027618389376502118
BDI,urban,Sewer,year,-0.7820020851575281,0.23242002421449673,-3.364607192518967,0.028184185465175992
BDI,urban,Shared,(Intercept),-1753.9158886754851,3130.120659989167,-0.5603349133133914,0.6316435050505995
BDI,urban,Shared,year,0.8948703516270586,1.556496022168099,0.5749262053240339,0.623396969409345
BEL,rural,Improved,(Intercept),99.50761692204536,6.8288400500897835,14.571671937276824,1.2900296655509206e-4
BEL,rural,Improved,year,2.405141668033446e-4,0.0033957269226770055,0.07082847716557147,0.946934088380903
BEL,rural,Shared,(Intercept),0.5055611729019212,NA,NA,NA
BEL,rural,Shared,year,NA,NA,NA,NA
BEL,urban,Improved,(Intercept),99.5258806587601,3.9528388368185086,25.178329997097666,1.4773732470936107e-5
BEL,urban,Improved,year,2.3606982280710838e-4,0.0019655990125308897,0.12010070278939892,0.9101941322773641
BEL,urban,Shared,(Intercept),0.513874614594039,NA,NA,NA
BEL,urban,Shared,year,NA,NA,NA,NA
BEN,rural,Improved,(Intercept),-971.0280441687007,161.3578439598182,-6.01785460402228,3.1702857035779877e-4
BEN,rural,Improved,year,0.4897486615299605,0.08032119986787578,6.097377309297816,2.9030886866281174e-4
BEN,rural,Open defecation,(Intercept),1759.8665211559867,222.13275453240868,7.922589016016663,2.3920889630189084e-5
BEN,rural,Open defecation,year,-0.8363938442398804,0.11053336671403345,-7.566890153665163,3.4432704889751764e-5
BEN,rural,Septic,(Intercept),-82.15852565217395,43.00167084636082,-1.9105891477034767,0.19623406286416567
BEN,rural,Septic,year,0.041006521739130455,0.021354007566923003,1.9203197156607206,0.19479223149008984
BEN,rural,Sewer,(Intercept),-8.084202297724387,17.211177723100267,-0.4697065144399759,0.652845027582847
BEN,rural,Sewer,year,0.004115746014904719,0.008569374557468918,0.48028546159386937,0.6456701682790857
BEN,rural,Shared,(Intercept),1553.214885248368,1042.5400393961543,1.489837154022401,0.23303751431189795
BEN,rural,Shared,year,-0.7412657959056231,0.5187777541654411,-1.4288696651962245,0.24836893729772822
BEN,urban,Improved,(Intercept),-424.9024502916586,568.8487394088761,-0.7469515547018695,0.4764698066978087
BEN,urban,Improved,year,0.23812721341949603,0.28316326105613765,0.8409537753285263,0.42479450583423617
BEN,urban,Open defecation,(Intercept),460.1932516314565,551.1348249991269,0.8349921484859636,0.42795199775102766
BEN,urban,Open defecation,year,-0.2121334825590039,0.27434557469623416,-0.7732345702819743,0.46161723976618363
BEN,urban,Septic,(Intercept),-38.44191608696296,622.4996634381123,-0.061754115455493384,0.9563748183168906
BEN,urban,Septic,year,0.02321686956522059,0.30912432614439755,0.07510528160237888,0.9469672802036059
BEN,urban,Sewer,(Intercept),-112.60177862876945,215.95874039395446,-0.5214041275817778,0.6181699859994797
BEN,urban,Sewer,year,0.05663203447346088,0.10752496808577679,0.5266872939528179,0.6146823993966619
BEN,urban,Shared,(Intercept),864.4318932144462,252.4765037948651,3.4238112466765993,0.04172640820226894
BEN,urban,Shared,year,-0.40173110595353567,0.12563468899871372,-3.1976129296395897,0.04942203797769242
BFA,rural,Improved,(Intercept),-2989.9900039464915,612.8660090536241,-4.878700988105991,0.0012263744628844596
BFA,rural,Improved,year,1.4976391470824475,0.30483164339554747,4.913004209143475,0.0011743290041230125
BFA,rural,Open defecation,(Intercept),3089.376753307287,638.128187477593,4.8413105923420225,0.0012859836071585716
BFA,rural,Open defecation,year,-1.5017336775290682,0.3173967249157663,-4.731408863552742,0.0014802377364298487
BFA,rural,Septic,(Intercept),128.13318992411303,102.28599271359657,1.252695374261941,0.2456933355687504
BFA,rural,Septic,year,-0.06349182918527413,0.05087573269625151,-1.2479786692084764,0.2473271521649222
BFA,rural,Sewer,(Intercept),13.968397244483823,6.748749653444243,2.0697755824080706,0.0932662470908678
BFA,rural,Sewer,year,-0.006931215452373863,0.003354237375439833,-2.0664057657711212,0.09366679821878073
BFA,rural,Shared,(Intercept),-974.228110331212,438.31894160924014,-2.2226466115163532,0.09034602411417779
BFA,rural,Shared,year,0.513953356549351,0.21774341746817824,2.3603623132463323,0.07763223027370052
BFA,urban,Improved,(Intercept),-638.2564507541157,499.77149457355944,-1.2770965484910688,0.23738499325688486
BFA,urban,Improved,year,0.36038446874625873,0.24857989146495016,1.4497732162582146,0.18516575803808785
BFA,urban,Open defecation,(Intercept),234.02443452199614,296.0935219859502,0.7903733690367625,0.4521003142787673
BFA,urban,Open defecation,year,-0.11242547158453216,0.14727309652093215,-0.763380917766966,0.46714905981692045
BFA,urban,Septic,(Intercept),-144.08487990026202,281.21421365820026,-0.5123669889438409,0.6222365373299796
BFA,urban,Septic,year,0.07435288695072975,0.13987232058763968,0.5315768454999109,0.6094582481146666
BFA,urban,Sewer,(Intercept),94.07396996839482,177.78605283146166,0.5291414510314566,0.6193478277401381
BFA,urban,Sewer,year,-0.045608103278852105,0.08836253437477376,-0.5161475233996069,0.6277579072922608
BFA,urban,Shared,(Intercept),-1783.7314583215714,760.6534226500553,-2.3449989248811827,0.0789456129625777
BFA,urban,Shared,year,0.9110871742325061,0.3778693093860082,2.411117155063247,0.07346586284384725
BGD,rural,Improved,(Intercept),-4855.785003475762,675.293941759396,-7.190624264782542,1.100817254639537e-5
BGD,rural,Improved,year,2.4411883636924063,0.3360493285524383,7.264375067220153,9.94897411937944e-6
BGD,rural,Open defecation,(Intercept),2211.1316411311163,273.97133004842044,8.070667980990313,3.4357627352653015e-6
BGD,rural,Open defecation,year,-1.0957325017103308,0.13633749070148404,-8.036912635494204,3.586694807172148e-6
BGD,rural,Septic,(Intercept),-1337.0324423529098,339.67419878557007,-3.9362201990412387,0.003425549640326725
BGD,rural,Septic,year,0.6696361046658595,0.1690525298729285,3.9611125912709153,0.0032987132624465254
BGD,rural,Sewer,(Intercept),-89.68029964385302,40.529712307630504,-2.2127050634644885,0.06888623820952224
BGD,rural,Sewer,year,0.0447254410250204,0.02014269076411254,2.220430306397098,0.06815755168155364
BGD,rural,Shared,(Intercept),1205.3384054448948,531.6114604487814,2.2673296102897393,0.07268139163111437
BGD,rural,Shared,year,-0.5846164728602398,0.2641446903997679,-2.2132433249953127,0.07778642261323782
BGD,urban,Improved,(Intercept),-2567.8878392851793,648.0013602028114,-3.962781557250871,0.0018838520391471882
BGD,urban,Improved,year,1.3140979364609398,0.32246760785366035,4.075131592929771,0.0015393874474678346
BGD,urban,Open defecation,(Intercept),550.8418052183214,130.62072723856366,4.21710869984878,0.0011950223787902683
BGD,urban,Open defecation,year,-0.2730133178528215,0.06500133492859038,-4.200118630682745,0.0012316404971752827
BGD,urban,Septic,(Intercept),271.20984140710976,442.43481420888844,0.6129938980775198,0.5550522691554529
BGD,urban,Septic,year,-0.12115161579942045,0.22019548412356213,-0.550200274459019,0.5955711092594443
BGD,urban,Sewer,(Intercept),-2358.488752277033,698.9148076998138,-3.3745010497617214,0.014959026751630064
BGD,urban,Sewer,year,1.1795854003697865,0.34735072223313235,3.3959491800857147,0.014568430701368068
BGD,urban,Shared,(Intercept),-368.3876584815065,970.1577738057632,-0.37971932857517043,0.7197473368504914
BGD,urban,Shared,year,0.20038459101193695,0.4820475927748385,0.41569462023127535,0.6948719143665693
BGR,rural,Improved,(Intercept),100.10451872735055,0.29636520754903173,337.7741927104885,1.922839077382813e-23
BGR,rural,Improved,year,-5.235602094467311e-5,1.4737152205814038e-4,-0.35526552357936453,0.7291090995969833
BGR,rural,Septic,(Intercept),61.5,NA,NA,NA
BGR,rural,Septic,year,NA,NA,NA,NA
BGR,rural,Sewer,(Intercept),-4913.2704359306035,1261.8168040005332,-3.893806470442699,0.008041283107845985
BGR,rural,Sewer,year,2.4645408802179167,0.6279238886658375,3.9249038373971983,0.00775808457277579
BGR,rural,Shared,(Intercept),16.2839248434238,NA,NA,NA
BGR,rural,Shared,year,NA,NA,NA,NA
BGR,urban,Improved,(Intercept),100.00000000000598,2.475480534997662e-12,40396197257960.03,2.6872080727717362e-145
BGR,urban,Improved,year,-2.9508775852468058e-15,1.2309654607737607e-15,-2.397205834997143,0.035407184441354204
BGR,urban,Septic,(Intercept),6.3,NA,NA,NA
BGR,urban,Septic,year,NA,NA,NA,NA
BGR,urban,Sewer,(Intercept),-865.2409564326585,215.86145941431585,-4.008316068928033,0.007051897174376365
BGR,urban,Sewer,year,0.47629492608365886,0.10742016319546713,4.433943422865302,0.004404397193817323
BGR,urban,Shared,(Intercept),13.219616204690832,NA,NA,NA
BGR,urban,Shared,year,NA,NA,NA,NA
BIH,rural,Improved,(Intercept),185.27248072638125,754.9713304428747,0.24540333288907584,0.8182207741160947
BIH,rural,Improved,year,-0.04596414180800185,0.37657483586016616,-0.12205845274555137,0.9087391879296967
BIH,rural,Open defecation,(Intercept),170.4008583690957,205.89920866064261,0.8275935564664829,0.4685875961875549
BIH,rural,Open defecation,year,-0.08476394849785258,0.10272337408754822,-0.8251670980512251,0.46977113897850203
BIH,rural,Septic,(Intercept),-3884.574782608698,2809.607373998442,-1.382604138413986,0.3009295325744915
BIH,rural,Septic,year,1.9605072463768127,1.4009480673074877,1.399414647928209,0.2966221362937461
BIH,rural,Sewer,(Intercept),463.89973907528884,2463.427132127052,0.18831478026091783,0.8626482633892356
BIH,rural,Sewer,year,-0.21585300429183876,1.2290068936009164,-0.17563205333975176,0.8717688651861746
BIH,rural,Shared,(Intercept),43.030097415212964,NA,NA,NA
BIH,rural,Shared,year,-0.021064686506494085,NA,NA,NA
BIH,urban,Improved,(Intercept),18.241120720197657,99.26627554762428,0.18375949555442164,0.8631414094939917
BIH,urban,Improved,year,0.040347903698237444,0.049513378738326945,0.8148889194468412,0.4608714712746052
BIH,urban,Open defecation,(Intercept),69.9008583690973,97.04169553415406,0.720317776645767,0.5233809312514995
BIH,urban,Open defecation,year,-0.034763948497853386,0.04841422391707483,-0.7180523756282451,0.5245924670184445
BIH,urban,Septic,(Intercept),-60.218695652173245,1054.300013960797,-0.05711722930358645,0.9596449198060734
BIH,urban,Septic,year,0.038043478260869235,0.5257031927627105,0.07236683890189179,0.948895781416711
BIH,urban,Sewer,(Intercept),-739.5859456177934,1051.698311257046,-0.7032301352027472,0.5325747380594806
BIH,urban,Sewer,year,0.4088128717717008,0.5246936098358636,0.7791458941144471,0.4927075598871235
BIH,urban,Shared,(Intercept),-33.16549177576168,NA,NA,NA
BIH,urban,Shared,year,0.016784155756964434,NA,NA,NA
BLR,rural,Improved,(Intercept),83.3471831528863,93.3637492533604,0.892714611606993,0.3882366392347514
BLR,rural,Improved,year,0.007476953966852497,0.04638182555776304,0.16120439152488386,0.8744107137016499
BLR,rural,Septic,(Intercept),-3648.584038095485,927.4896162271497,-3.9338273704208433,0.158475488469069
BLR,rural,Septic,year,1.8214071428572656,0.4609770745734331,3.951188124794951,0.15780741131449533
BLR,rural,Sewer,(Intercept),1610.8119380953306,2.555593542766196,630.308345650214,0.0010100123893719867
BLR,rural,Sewer,year,-0.7843571428571886,0.0012701705922436959,-617.521101218112,0.0010309270640717612
BLR,rural,Shared,(Intercept),159.87974775310354,NA,NA,NA
BLR,rural,Shared,year,-0.07853021500570422,NA,NA,NA
BLR,urban,Improved,(Intercept),66.33629649356958,11.414195335403052,5.811736574002406,6.0563886546337884e-5
